1: 1.000000
2: 1.000000
4: 1.000000
8: 1.000000
16: 1.000000
32: 2.000000
64: 1.000000
128: 2.000000
256: 2.000000
512: 3.000000
1024: 8.000000
2048: 32.000000
4096: 70.000000
8192: 126.000000
16384: 277.000000
32768: 545.000000
65536: 944.000000
131072: 2300.000000
262144: 2757.000000
524288: 5414.000000
1048576: 12154.000000
2097152: 22394.000000
4194304: 49788.000000
8388608: 86634.000000
16777216: 167364.000000
33554432: 333133.000000
67108864: 665531.000000
134217728: 1342916.000000
